Acciones,Código solicitud,Código unico,Estado operación,Departamento,Municipio,Fecha aprobación,Dirección,Autoridad de tránsito,Jurisdicción,Infracciones,Velocidad,Tipo de tecnología,Tipo de instalación,Nombre equipo,Latitud,Longitud,Código equipo,Resolución de renovación,Fecha radicación de renovación,Fecha de notificación,Fecha de recurso,Fecha resolución de recurso,Fecha de aprobación final,Fecha finalización de prórroga,Fecha inicio de operación,Fecha finalización inicial
,SOL0000013984,CU000000000710,Autorizada instalar,CUNDINAMARCA,CHIA,06/01/2026,RUTA 45A04 PR 10+102 NS,Secretaría de Movilidad Municipal de Chía,Municipal,"C02, C24, C29, C35, D02, D07",80,Video Detección (Con Analítica de Video),Fijo,P1BNS,4.887201,-74.035773,,,,,,,,,,05/01/2031
,SOL0000013984,CU000000000709,Autorizada instalar,CUNDINAMARCA,CHIA,06/01/2026,RUTA 45A04 PR 10+050 SN,Secretaría de Movilidad Municipal de Chía,Municipal,"C02, C24, C29, C35, D02, D07",80,Video Detección (Con Analítica de Video),Fijo,P1ASN,4.886717,-74.035603,,,,,,,,,,05/01/2031
,SOL0000013984,CU000000000708,Autorizada instalar,CUNDINAMARCA,CHIA,06/01/2026,RUTA 45A04 PR 10+050 SN,Secretaría de Movilidad Municipal de Chía,Municipal,"C02, C24, C29, C35, D02, D07",80,Video Detección (Con Analítica de Video),Fijo,P1BSN,4.886726,-74.035782,,,,,,,,,,05/01/2031
,SOL0000014284,CU000000000707,Autorizada instalar,ANTIOQUIA,AMAGA,05/01/2026,"Ruta 6003, PR 81+482 Sentido Norte-Sur",SECRETARÍA MOVILIDAD DE AMAGÁ,Municipal,"C24, C29, C35, D02",50,Radar Doppler,Fijo,FCAMAUXIL2,6.03016228,-75.70122487,,,,,,,,,,04/01/2031
,SOL0000014284,CU000000000706,Autorizada instalar,ANTIOQUIA,AMAGA,05/01/2026,"Ruta 6003, PR 81+482 Sentido Sur-Norte",SECRETARÍA MOVILIDAD DE AMAGÁ,Municipal,"C24, C29, C35, D02",50,Radar Doppler,Fijo,FCAMAUXIL1,6.03016228,-75.70122487,,,,,,,,,,04/01/2031
,SOL0000014166,CU000000000705,Autorizada instalar,CAUCA,POPAYAN,05/01/2026,CARRERA 9 CALLE 60 N Sector de Bellavista sentido S-N,SECRETARIA DE TRANSITO Y TRANSPORTE MUNICIPAL DE POPAYAN,Municipal,"C14, C24, C29, C35, D02, D03, D05",50,Radar Doppler,Fijo,BVISTASN,2.480249,-76.575126,,,,,,,,,,04/01/2031
,SOL0000014166,CU000000000703,Autorizada instalar,CAUCA,POPAYAN,05/01/2026,Carrera 9 Calle 60 N Sector de Bellavista sentido N-S,SECRETARIA DE TRANSITO Y TRANSPORTE MUNICIPAL DE POPAYAN,Municipal,"C14, C24, C29, C35, D02, D03, D05",50,Radar Doppler,Fijo,BVISTANS,2.480249,-76.575126,,,,,,,,,,04/01/2031
,SOL0000013865,CU000000000702,Autorizada instalar,ANTIOQUIA,ENVIGADO,31/12/2025,"Ruta 5601 Avenida Las Palmas PR 16 + 043, sentido NE-SO",SECRETARIA DE MOVILIDAD DE ENVIGADO,Municipal,"C14, C24, C26, C29, C35, D02, D07",60,Radar Doppler,Fijo,SAST02A,6.15325,-75.539056,,,,,,,,,,30/12/2030
,SOL0000013865,CU000000000701,Autorizada instalar,ANTIOQUIA,ENVIGADO,31/12/2025,"Ruta 5601 Avenida Las Palmas PR 16 + 043, sentido SO- NE",SECRETARIA DE MOVILIDAD DE ENVIGADO,Municipal,"C14, C24, C26, C29, C35, D02, D07",60,Radar Doppler,Fijo,SAST02B,6.15325,-75.539056,,,,,,,,,,30/12/2030
,SOL0000013869,CU000000000700,Autorizada instalar,ANTIOQUIA,ENVIGADO,31/12/2025,"Avenida Regional por Calle 46A Sur (tramo de vía, sentido sur - norte) - Calzada central",SECRETARIA DE MOVILIDAD DE ENVIGADO,Municipal,"C14, C24, C29, C35, D02, D07",50,Radar Doppler,Fijo,SAST06A,6.168501,-75.602254,,,,,,,,,,30/12/2030
,SOL0000013869,CU000000000699,Autorizada instalar,ANTIOQUIA,ENVIGADO,31/12/2025,"Avenida Regional por Calle 46A Sur (tramo de vía, sentido sur - norte) Calzada izquierda",SECRETARIA DE MOVILIDAD DE ENVIGADO,Municipal,"C14, C24, C29, C35, D02, D07",50,Radar Doppler,Fijo,SAST06B,6.168508,-75.602297,,,,,,,,,,30/12/2030
,SOL0000013868,CU000000000698,Autorizada instalar,ANTIOQUIA,ENVIGADO,31/12/2025,"Ruta 56AN11, Vía Variante Las Palmas Aeropuerto, en el PR 7+028, sentido NNO – SSE",SECRETARIA DE MOVILIDAD DE ENVIGADO,Municipal,"C02, C14, C24, C29, C35, D02",60,Radar Doppler,Fijo,SAST05A,6.170667,-75.489806,,,,,,,,,,30/12/2030
,SOL0000013868,CU000000000697,Autorizada instalar,ANTIOQUIA,ENVIGADO,31/12/2025,"Ruta 56AN11, Vía Variante Las Palmas Aeropuerto, en el PR 7+028, sentido SSE – NNO",SECRETARIA DE MOVILIDAD DE ENVIGADO,Municipal,"C02, C14, C24, C29, C35, D02",60,Radar Doppler,Fijo,SAST05B,6.170667,-75.489806,,,,,,,,,,30/12/2030
,SOL0000013966,CU000000000696,Autorizada instalar,N. DE SANTANDER,OCANA,29/12/2025,RUTA 70 TRAMO 7007 PR 54+131 SENTIDO NORTE-SUR,SECRETARIA DE MOVILIDAD Y TRANSITO DE OCAÑA,Municipal,"C24, C29, C35, D02",40,Video Detección (Con Analítica de Video),Fijo,ACO01,8.229523,-73.338365,,,,,,,,,,28/12/2030
,SOL0000013966,CU000000000693,Autorizada instalar,N. DE SANTANDER,OCANA,29/12/2025,RUTA 70 TRAMO 7007 PR 54+113 SENTIDO SUR-NORTE,SECRETARIA DE MOVILIDAD Y TRANSITO DE OCAÑA,Municipal,"C24, C29, C35, D02",40,Video Detección (Con Analítica de Video),Fijo,ACO02,8.229672,-73.338282,,,,,,,,,,28/12/2030
,SOL0000013870,CU000000000692,Autorizada instalar,ANTIOQUIA,ENVIGADO,26/12/2025,"Avenida Regional por Avenida Calle 37 Sur (tramo de vía, sentido sur - norte), Calzada derecha",SECRETARIA DE MOVILIDAD DE ENVIGADO,Municipal,"C14, C24, C29, C35, D02, D07",50,Radar Doppler,Fijo,SAST07A,6.175557,-75.594826,,,,,,,,,,25/12/2030
,SOL0000013870,CU000000000691,Autorizada instalar,ANTIOQUIA,ENVIGADO,26/12/2025,"Avenida Regional por Avenida Calle 37 Sur (tramo de vía, sentido sur - norte) Calzada izquierda",SECRETARIA DE MOVILIDAD DE ENVIGADO,Municipal,"C14, C24, C29, C35, D02, D07",50,Radar Doppler,Fijo,SAST07B,6.175577,-75.594842,,,,,,,,,,25/12/2030
,SOL0000013866,CU000000000690,Autorizada instalar,ANTIOQUIA,ENVIGADO,23/12/2025,"Ruta 56AN11, Vía Variante Las Palmas - Aeropuerto, en el PR13+126, sentido E-O",SECRETARIA DE MOVILIDAD DE ENVIGADO,Municipal,"C14, C24, C29, C35, D02, D07",60,Radar Doppler,Fijo,SAST03A,6.159619,-75.527106,,,,,,,,,,22/12/2030
,SOL0000013866,CU000000000689,Autorizada instalar,ANTIOQUIA,ENVIGADO,23/12/2025,"Ruta 56AN11, Vía Variante Las Palmas - Aeropuerto, en el PR13+126, sentido O-E",SECRETARIA DE MOVILIDAD DE ENVIGADO,Municipal,"C14, C24, C29, C35, D02, D07",60,Radar Doppler,Fijo,SAST03B,6.159619,-75.527106,,,,,,,,,,22/12/2030
,SOL0000013864,CU000000000688,Autorizada instalar,ANTIOQUIA,ENVIGADO,23/12/2025,"Ruta 5601, Avenida Las Palmas en el PR 13+380, Sector Las Palmas, sentido SN",SECRETARIA DE MOVILIDAD DE ENVIGADO,Municipal,"C14, C24, C29, C35, D02",60,Radar Doppler,Fijo,SAST01B,6.163167,-75.545675,,,,,,,,,,22/12/2030
,SOL0000013864,CU000000000687,Autorizada instalar,ANTIOQUIA,ENVIGADO,23/12/2025,"Ruta 5601, Avenida Las Palmas en el PR 13+380, Sector Las Palmas, sentido NS",SECRETARIA DE MOVILIDAD DE ENVIGADO,Municipal,"C14, C24, C29, C35, D02",60,Radar Doppler,Fijo,SAST01A,6.163167,-75.545675,,,,,,,,,,22/12/2030
,SOL0000014004,CU000000000686,Autorizada instalar,HUILA,AIPE,22/12/2025,RN 45 TRAMO 4506 PR 38+840 SUR - NORTE,SECRETARIA DETRANSITO Y TRANSPORTE DEL MUNICIPIO DE AIPE,Municipal,"C24, C29, C35, D02, D05, D06",60,Radar Doppler,Fijo,AIP004,3.273708,-75.251368,,,,,,,,,,21/12/2030
,SOL0000013644,CU000000000685,Autorizada instalar,BOYACA,TUNJA,22/12/2025,RN 55/TRAMO 55BYA/PR 6+890/SUR-NORTE,SECRETARIA DE MOVILIDAD Y VIDA TERRITORIAL DE TUNJA,Municipal,"C02, C19, C24, C26, C29, C35, D02, D05, D07, D08",30,Radar Doppler,Fijo,TUNAN1,5.525857,-73.347148,,,,,,,,,,21/12/2030
,SOL0000013644,CU000000000683,Autorizada instalar,BOYACA,TUNJA,22/12/2025,RN 55/TRAMO 55BYA/PR 6+955/NORTE-SUR,SECRETARIA DE MOVILIDAD Y VIDA TERRITORIAL DE TUNJA,Municipal,"C02, C19, C24, C26, C29, C35, D02, D05, D07, D08",30,Radar Doppler,Fijo,TUNAN2,5.526311,-73.346812,,,,,,,,,,21/12/2030
,SOL0000013944,CU000000000680,Autorizada instalar,BOLIVAR,TURBACO,22/12/2025,"Ruta Nacional 9005 PR 99+060, sentido Noroeste-Sureste",SECRETARIA DE TRANSITO Y TRANSPORTE MUNICIPAL DE TURBACO,Municipal,"C24, C29, C35, D02, D03, D07",30,Radar Doppler,Fijo,BOTUS003,10.37485621,-75.45903619,,,,,,,,,,21/12/2030
,SOL0000013871,CU000000000650,Autorizada instalar,ANTIOQUIA,ENVIGADO,17/12/2025,"Avenida Regional por Calle 30 Sur (tramo de vía, sentido sur - norte), calzada izquierda",SECRETARIA DE MOVILIDAD DE ENVIGADO,Municipal,"C14, C24, C26, C29, C35, D02, D07",50,Radar Doppler,Fijo,SAST08B,6.183067,-75.588972,,,,,,,,,,16/12/2030
,SOL0000013871,CU000000000649,Autorizada instalar,ANTIOQUIA,ENVIGADO,17/12/2025,"Avenida Regional por Calle 30 Sur (tramo de vía, sentido sur - norte), calzada central",SECRETARIA DE MOVILIDAD DE ENVIGADO,Municipal,"C14, C24, C26, C29, C35, D02, D07",50,Radar Doppler,Fijo,SAST08A,6.183037,-75.58893,,,,,,,,,,16/12/2030
,SOL0000014024,CU000000000648,Autorizada instalar,VALLE DEL CAUCA,GUACARI,16/12/2025,"Ruta Nacional 2505 PR 56+500, sentido Sur - Norte",SECRETARIA DE MOVILIDAD Y TRANSPORTE DEL MUNICIPIO DE GUACARI,Municipal,"C24, C29, C35, D02, D05, D07",80,Radar Doppler,Fijo,GCR56X500,3.80169542,-76.30955312,,,,,,,,,,15/12/2030
,SOL0000014184,CU000000000647,Autorizada instalar,SANTANDER,SABANA DE TORRES,12/12/2025,RN Troncal del Magdalena 4513 KM 36+390,SECRETARÍA DE TRÁNSITO Y TRANSPORTES DE SABANA DE TORRES,Municipal,"C24, C29, C35, D02, D05, D06",30,Radar Doppler,Fijo,SABATO1,7.38853392,-73.548791,,,,,,,,,,11/12/2030
,SOL0000013544,CU000000000646,Autorizada instalar,VALLE DEL CAUCA,GUACARI,12/12/2025,"Ruta Nacional 2505 PR 51+320, sentido Norte - Sur",SECRETARIA DE MOVILIDAD Y TRANSPORTE DEL MUNICIPIO DE GUACARI,Municipal,"C24, C29, C35, D02, D03, D07",80,Radar Doppler,Fijo,GCR51X320,3.7660842,-76.32717872,,,,,,,,,,11/12/2030
,SOL0000013664,CU000000000645,Autorizada instalar,MAGDALENA,SANTA MARTA,11/12/2025,Ruta Nacional 9007 PR 85+000 sentido Sureste - Noroeste.,SECRETARIA DE MOVILIDAD MULTIMODAL Y SOSTENIBLE - SANTA MARTA,Distrital,"C15, C24, C29, C35, C37, D02, D03, D07",30,Radar Doppler,Fijo,STMT85X000,11.17736006,-74.22946366,,,,,,,,,,10/12/2030
,SOL0000013667,CU000000000644,Autorizada instalar,SUCRE,TOLU VIEJO,11/12/2025,RUTA 25SC01 VARIANTE PR 10+195 SENTIDO SUR-NORTE,SECRETARIA DE TRÁNSITO Y TRANSPORTE DE SUCRE,Departamental,"C24, C29, C35, D02",50,Radar Doppler,Fijo,EQUIPO061,9.386982,-75.431562,,,,,,,,,,10/12/2030
,SOL0000013665,CU000000000643,Autorizada instalar,SUCRE,TOLU VIEJO,09/12/2025,TRANSVERSAL DEL CARIBE TRAMO 9004  PR 64+750 SENTIDO SUR-NORTE,SECRETARIA DE TRÁNSITO Y TRANSPORTE DE SUCRE,Departamental,"C24, C29, C35, D02, D06",60,Video Detección (Con Analítica de Video),Fijo,EQUIPO031,9.455026,-75.4555,,,,,,,,,,08/12/2030
,SOL0000013665,CU000000000642,Autorizada instalar,SUCRE,TOLU VIEJO,09/12/2025,TRANSVERSAL DEL CARIBE TRAMO 9004  PR 64+750 SENTIDO NORTE-SUR,SECRETARIA DE TRÁNSITO Y TRANSPORTE DE SUCRE,Departamental,"C24, C29, C35, D02, D06",60,Video Detección (Con Analítica de Video),Fijo,EQUIPO032,9.454971,-75.455518,,,,,,,,,,08/12/2030
,SOL0000013867,CU000000000641,Autorizada instalar,ANTIOQUIA,ENVIGADO,02/12/2025,"Ruta 56AN11, Vía Variante Las Palmas Aeropuerto, en el PR9+500, sentido NNE - SSO",SECRETARIA DE MOVILIDAD DE ENVIGADO,Municipal,"C02, C14, C24, C29, C35, D02",60,Radar Doppler,Fijo,SAST04A,6.164939,-75.501904,,,,,,,,,,01/12/2030
,SOL0000013867,CU000000000640,Autorizada instalar,ANTIOQUIA,ENVIGADO,02/12/2025,"Ruta 56AN11, Vía Variante Las Palmas Aeropuerto, en el PR9+500, sentido SSO - NNE",SECRETARIA DE MOVILIDAD DE ENVIGADO,Municipal,"C02, C14, C24, C29, C35, D02",60,Radar Doppler,Fijo,SAST04B,6.164939,-75.501904,,,,,,,,,,01/12/2030
,SOL0000013764,CU000000000639,Autorizada instalar,ANTIOQUIA,BELLO,02/12/2025,"Ruta departamental 62AN18 (Medellín-San Pedro) PR 09+865, sentido sur-norte",SECRETARÍA DE MOVILIDAD DE BELLO,Municipal,"C24, C29, C35, D02, D06",60,Radar Doppler,Fijo,YARUMOSN,6.39124086,-75.61771377,,,,,,,,,,01/12/2030
,SOL0000013684,CU000000000638,Autorizada instalar,ANTIOQUIA,CALDAS,28/11/2025,Ruta 2509 PR 50+543 sentido sur-norte,SECRETARIA DE MOVILIDAD DE CALDAS ANTIOQUIA,Municipal,"C24, C29, C35, D02, D05, D06",60,Radar Doppler,Fijo,DESTRULLAN,6.0429835,-75.62938431,,,,,,,,,,27/11/2030
,SOL0000012604,CU000000000637,Autorizada instalar,ANTIOQUIA,BELLO,27/11/2025,"ruta departamental 62AN18 (Medellín-San Pedro) PR 09+865, sentido norte-sur",SECRETARÍA DE MOVILIDAD DE BELLO,Municipal,"C24, C29, C35, D02, D06",60,Radar Doppler,Fijo,YARUMONS,6.39124086,-75.61771377,,,,,,,,,,26/11/2030
,SOL0000013624,CU000000000636,Autorizada instalar,ANTIOQUIA,CALDAS,21/11/2025,"Ruta 6003  PR 93+484.23, sentido Sur-Norte",SECRETARIA DE MOVILIDAD DE CALDAS ANTIOQUIA,Municipal,"C24, C29, C35, D02, D05",80,Radar Doppler,Fijo,PORVENIR2,6.05951863,-75.63984564,,,,,,,,,,20/11/2030
,SOL0000013784,CU000000000341,Autorizada instalar,SANTANDER,BARRANCABERMEJA,14/11/2025,Carrera 15  por Calle 50 (Norte-Sur),INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,Municipal,"C03, C14, C24, C32, C35, C37, D02, D03, D04, D05, D07",None,Video Detección (Con Analítica de Video),Fijo,Disp12B,7.060592,-73.862372,,,,,,,,,,13/11/2030
,SOL0000013784,CU000000000342,Autorizada instalar,SANTANDER,BARRANCABERMEJA,14/11/2025,Calle 50 por Carrera 15 (Oriente - Occidente),INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,Municipal,"C02, C03, C14, C24, C32, C35, C37, D02, D03, D04, D05, D07",None,Video Detección (Con Analítica de Video),Fijo,Disp12A,7.060175,-73.861997,,,,,,,,,,13/11/2030
,SOL0000013564,CU000000000634,Autorizada instalar,SANTANDER,BARRANCABERMEJA,10/11/2025,Calle 50 por Carrera 11 (Sur-Norte),INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,Municipal,"C02, C03, C24, C32, C35, C37, D02, D03, D04, D05, D07",None,Video Detección (Con Analítica de Video),Fijo,Disp11B,7.060122,-73.865964,,,,,,,,,,09/11/2030
,SOL0000013564,CU000000000633,Autorizada instalar,SANTANDER,BARRANCABERMEJA,10/11/2025,Calle 50 por Carrera 11 (Oriente - Occidente),INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,Municipal,"C02, C03, C24, C32, C35, C37, D02, D03, D04, D05, D07",None,Video Detección (Con Analítica de Video),Fijo,DISP11A,7.060447,-73.865414,,,,,,,,,,09/11/2030
,SOL0000013564,CU000000000635,Autorizada instalar,SANTANDER,BARRANCABERMEJA,10/11/2025,Calle 50 por Carrera 11 (Norte-Sur),INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,Municipal,"C02, C03, C24, C32, C35, C37, D02, D03, D04, D05, D07",None,Video Detección (Con Analítica de Video),Fijo,Disp11C,7.060733,-73.865886,,,,,,,,,,09/11/2030
,SOL0000013704,CU000000000632,Autorizada instalar,ANTIOQUIA,CALDAS,10/11/2025,"Ruta 2509, PR 56+344 sentido sur-norte.",SECRETARIA DE MOVILIDAD DE CALDAS ANTIOQUIA,Municipal,"C24, C29, C35, D02",50,Radar Doppler,Fijo,ESTADIO2,6.089126,-75.63173459,,,,,,,,,,09/11/2030
,SOL0000013625,CU000000000630,Autorizada instalar,ANTIOQUIA,CALDAS,07/11/2025,"Ruta 2509, PR 56+344 sentido norte-sur.",SECRETARIA DE MOVILIDAD DE CALDAS ANTIOQUIA,Municipal,"C24, C29, C35, D02",50,Radar Doppler,Fijo,ESTADIO1,6.089126,-75.63173459,,,,,,,,,,06/11/2030
,SOL0000013444,CU000000000729,Autorizada instalar,VALLE DEL CAUCA,TULUA,22/10/2025,RN 25VLE  PR 89 + 660 (CARRERA 40)  TERPEL S-N y N-S,Departamento Administrativo de Movilidad y Seguridad Vial de Tuluá,Municipal,"C24, C29, C35, D02",40,Laser (Lidar) / Infrarrojo,Móvil,S1A,4.0596238,-76.1998444,,,,,,,,,,21/10/2030
,SOL0000013504,CU000000000740,Autorizada instalar,ANTIOQUIA,RIONEGRO,21/10/2025,"Código 60AN03-1, PR 0+835, sentido O - E, Glorieta Sajonia- Glorieta Aeropuerto",SUBSECRETARIA DE MOVILIDAD RIONEGRO,Municipal,"C24, C29, C35, D02",80,Radar Doppler,Fijo,DonaRosa1,6.178454,-75.440297,,,,,,,,,,20/10/2030
,SOL0000013504,CU000000000741,Autorizada instalar,ANTIOQUIA,RIONEGRO,21/10/2025,"código 60AN03-1, PR 0+835, sentido E -O, Glorieta Sajonia- Glorieta Aeropuerto",SUBSECRETARIA DE MOVILIDAD RIONEGRO,Municipal,"C24, C29, C35, D02",80,Radar Doppler,Fijo,DonaRosa2,6.178454,-75.440297,,,,,,,,,,20/10/2030
,SOL0000013484,CU000000000738,Autorizada instalar,ANTIOQUIA,RIONEGRO,16/10/2025,Ruta 56AN02 Sector Eafit vía Rionegro - Don Diego KM 03+670 (Sentido SN),SUBSECRETARIA DE MOVILIDAD RIONEGRO,Municipal,"C14, C24, C29, C35, D02",60,Radar Doppler,Fijo,DonDiego1,6.1087631,-75.4560245,,,,,,,,,,15/10/2030
,SOL0000013484,CU000000000739,Autorizada instalar,ANTIOQUIA,RIONEGRO,16/10/2025,Ruta 56AN02 Sector Eafit vía Rionegro - Don Diego KM 03+670 (Sentido NS),SUBSECRETARIA DE MOVILIDAD RIONEGRO,Municipal,"C14, C24, C29, C35, D02",60,Radar Doppler,Fijo,DonDiego2,6.1087631,-75.4560245,,,,,,,,,,15/10/2030
,SOL0000013405,CU000000000627,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,15/10/2025,Avenida Centenario (AC 17) - CR135,SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C02, C03, C14, C24, C32, C35, D02, D05",None,Semi-Automática (Acción Remota),Fijo,CAM62CGT,4.694254,-74.169055,,,,,,,,,,14/10/2030
,SOL0000013525,CU000000000628,Autorizada instalar,CUNDINAMARCA,NEMOCON,14/10/2025,"en la vía 45A04 en el tramo Troncal Central, Zipaquirá - Ubaté, en el Km 36+800, Sentido Norte – Sur",SECRETARIA DE MOVILIDAD CONTEMPORANEA DE CUNDINAMARCA,Departamental,"C24, C26, C29, C35, D02, D06",80,Radar Doppler,Móvil,ROB5043116,5.082391,-73.931012,,,,,,,,,,13/10/2030
,SOL0000013404,CU000000000626,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,10/10/2025,AV LA CONEJERA - CR 112 (E-O) / (O-E),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C02, C14, C24, C29, C35, D02",30,Radar Doppler,Móvil,DEI045CAM1,4.772906,-74.083853,,,,,,,,,,09/10/2030
,SOL0000013425,CU000000000365,Autorizada instalar,SANTANDER,BARRANCABERMEJA,07/10/2025,Calle 54 con Carrera 36E (Oriente-Occidente),INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,Municipal,"C03, C14, C24, C32, C35, C37, D02, D03, D04, D05, D07",None,Video Detección (Con Analítica de Video),Fijo,Disp8A,7.063,-73.838931,,,,,,,,,,06/10/2030
,SOL0000013425,CU000000000366,Autorizada instalar,SANTANDER,BARRANCABERMEJA,07/10/2025,Calle 39 con Carrera 36D (Occidente-Oriente),INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,Municipal,"C03, C14, C24, C32, C35, C37, D02, D03, D04, D05, D07",None,Video Detección (Con Analítica de Video),Fijo,DISP8B,7.062481,-73.840011,,,,,,,,,,06/10/2030
,SOL0000013425,CU000000000362,Autorizada instalar,SANTANDER,BARRANCABERMEJA,07/10/2025,Calle 52A con Carrera 36E,INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,Municipal,"C03, C14, C24, C32, C35, C37, D02, D03, D04, D05, D07",None,Video Detección (Con Analítica de Video),Fijo,DISP8D,7.06275,-73.839,,,,,,,,,,06/10/2030
,SOL0000013425,CU000000000364,Autorizada instalar,SANTANDER,BARRANCABERMEJA,07/10/2025,Carrera 36D con Calle 39 (Sur-Norte),INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,Municipal,"C03, C14, C24, C32, C35, C37, D02, D03, D04, D05, D07",None,Video Detección (Con Analítica de Video),Fijo,DISP8E,7.062289,-73.839589,,,,,,,,,,06/10/2030
,SOL0000013425,CU000000000363,Autorizada instalar,SANTANDER,BARRANCABERMEJA,07/10/2025,Carrera 36E con Calle 39 (Norte-Sur),INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,Municipal,"C03, C14, C24, C32, C35, C37, D02, D03, D04, D05, D07",None,Video Detección (Con Analítica de Video),Fijo,DISP8C,7.063119,-73.839331,,,,,,,,,,06/10/2030
,SOL0000007682,CU000000000625,Autorizada instalar,HUILA,AIPE,01/10/2025,RN 45 TRAMO 4506 PR 26+800 SUR - NORTE,SECRETARIA DETRANSITO Y TRANSPORTE DEL MUNICIPIO DE AIPE,Municipal,"C02, C24, C29, C35, D02, D07, D08",80,Radar Doppler,Fijo,AIP003,3.175571,-75.274957,,,,,,,,,,30/09/2030
,SOL0000013325,CU000000000624,Autorizada instalar,HUILA,AIPE,01/10/2025,RN 45 TRAMO 4506 PR 38+980 NORTE - SUR,SECRETARIA DETRANSITO Y TRANSPORTE DEL MUNICIPIO DE AIPE,Municipal,"C24, C29, C35, D02, D06",60,Radar Doppler,Fijo,AIP001,3.274948,-75.251523,,,,,,,,,,30/09/2030
,SOL0000013324,CU000000000622,Autorizada instalar,HUILA,AIPE,01/10/2025,RN 45 TRAMO 4506 PR 26+200 NORTE - SUR,SECRETARIA DETRANSITO Y TRANSPORTE DEL MUNICIPIO DE AIPE,Municipal,"C24, C29, C35, D02, D07",80,Radar Doppler,Fijo,AIP002,3.173652,-75.275654,,,,,,,,,,30/09/2030
,SOL0000013284,CU000000000254,Autorizada instalar,BOLIVAR,TURBACO,24/09/2025,"Ruta Nacional 9005 PR 99+150, sentido Sureste-Noroeste",SECRETARIA DE TRANSITO Y TRANSPORTE MUNICIPAL DE TURBACO,Municipal,"C24, C29, C35, D02, D03, D07",30,Radar Doppler,Fijo,BOTUS001,10.37558965,-75.45943246,,,,,,,,,,23/09/2030
,SOL0000013304,CU000000000294,Autorizada instalar,CUNDINAMARCA,CHOCONTA,24/09/2025,"la vía 5501 troncal central del norte, Chocontá -Tunja km 60+600, (Cra. 8 no 9 – 04) sentido sur – norte",SECRETARIA DE MOVILIDAD CONTEMPORANEA DE CUNDINAMARCA,Departamental,"C24, C26, C29, C35, D02, D05",60,Radar Doppler,Móvil,ROBOT50433,5.148281,-73.683763,,,,,,,,,,23/09/2030
,SOL0000013244,CU000000000370,Autorizada instalar,MAGDALENA,SANTA MARTA,22/09/2025,Carrera 4 con Calle 11C sentido Sur – Norte,SECRETARIA DE MOVILIDAD MULTIMODAL Y SOSTENIBLE - SANTA MARTA,Distrital,"C24, C35, C37, D02, D03, D04, D05, D07, c15, c32",None,Video Detección (Con Analítica de Video),Fijo,PUNTO14,11.20003996,-74.22614608,,,,,,,,,,21/09/2030
,SOL0000013210,CU000000000621,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,17/09/2025,AU AL LLANO - CL 91 SUR (N-S) / (S-N),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C02, C14, C24, C29, C35, D02",50,Radar Doppler,Móvil,DEI43CAM1,4.497907,-74.107524,,,,,,,,,,16/09/2030
,SOL0000013164,CU000000000404,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,17/09/2025,CR 33 - CL 41 SUR (S-N),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C14, C24, C29, C32, C35, D02, D04",50,Radar Doppler,Móvil,DEI05CAM1,4.5879031,-74.1258882,,,,,,,,,,16/09/2030
,SOL0000013204,CU000000000466,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,15/09/2025,AV CR 10 - CL 13 SUR (N-S),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C02, C03, C14, C24, C29, C35, D02",30,Radar Doppler,Fijo,DEI18CAM01,4.5804932,-74.0912774,,,,,,,,,,14/09/2030
,SOL0000013205,CU000000000469,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,15/09/2025,AV CR 10 - CL 13 SUR (S-N),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C02, C03, C14, C24, C29, C35, D02",30,Radar Doppler,Fijo,DEI18CAM02,4.5803247,-74.0910607,,,,,,,,,,14/09/2030
,SOL0000013206,CU000000000470,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,12/09/2025,AU. NORTE - CL 169 (N-S),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C02, C14, C24, C29, C35, D02",50,Radar Doppler,Móvil,DEI22CAM01,4.750689,-74.046951,,,,,,,,,,11/09/2030
